# overall
total_targets	matched	unmatched	total_target_len	total_decoy_len	total_target_K	total_target_R	total_decoy_K	total_decoy_R
2353	2352	1	795788	791195	57114	33673	56123	34712

# per_target
target_name	decoy_name	target_len	decoy_len	len_diff	target_K	target_R	target_KR	decoy_K	decoy_R	decoy_KR	kr_diff	score
sp|O34682|YLBB_BACSU	sp|P53132|YGL8_YEAST	148	145	3	11	6	17	12	5	17	0	3
sp|P19466|MTRB_BACSU	sp|P0CT04|IPB2_YEAST	75	75	0	9	2	11	11	0	11	0	0
sp|P23630|DCDA_BACSU	sp|Q12391|YN11A_YEAST	439	440	1	23	19	42	24	18	42	0	1
sp|P37484|GDPP_BACSU	sp|P22213|SLY1_YEAST	659	666	7	35	35	70	51	19	70	0	7
sp|O32023|YQZC_BACSU	sp|P25657|YCY9_YEAST	154	155	1	20	4	24	17	7	24	0	1
sp|P39598|YWBO_BACSU	sp|P17122|SPO16_YEAST	200	198	2	16	4	20	10	10	20	0	2
sp|P80885|KPYK_BACSU	sp|P38817|GGA2_YEAST	585	585	0	35	24	59	40	19	59	0	0
sp|O34534|CITT_BACSU	sp|P26783|RS5_YEAST	226	225	1	17	15	32	15	17	32	0	1
sp|P80873|GS39_BACSU	sp|P30656|PSB5_YEAST	286	287	1	20	7	27	14	13	27	0	1
sp|P38494|RS1H_BACSU	sp|P47187|COS5_YEAST	382	383	1	34	13	47	33	14	47	0	1
sp|O07079|YRDA_BACSU	sp|P40366|DLS1_YEAST	167	167	0	7	4	11	6	5	11	0	0
sp|P13485|TAGF_BACSU	sp|P41895|T2FA_YEAST	746	735	11	78	41	119	75	44	119	0	11
sp|O34426|SPEH_BACSU	sp|P07274|PROF_YEAST	126	126	0	6	4	10	5	5	10	0	0
sp|Q00777|P5CR3_BACSU	sp|P43639|CSK2B_YEAST	272	278	6	12	16	28	15	13	28	0	6
sp|Q794W0|YYCH_BACSU	sp|Q02891|MCFS1_YEAST	455	456	1	38	13	51	30	21	51	0	1
sp|O34872|YTIB_BACSU	sp|P52491|UBC12_YEAST	187	188	1	17	6	23	15	8	23	0	1
sp|P80238|GS26_BACSU	sp|A0A023PYD0|YA059_YEAST	140	140	0	14	3	17	8	9	17	0	0
sp|O34543|MHQE_BACSU	sp|P40169|YNT4_YEAST	303	301	2	20	11	31	13	18	31	0	2
sp|P54512|MNTR_BACSU	sp|P40162|YNU5_YEAST	142	140	2	15	7	22	12	10	22	0	2
sp|P37105|SRP54_BACSU	sp|P53687|HST3_YEAST	446	447	1	48	20	68	39	29	68	0	1
sp|O31785|PKSS_BACSU	sp|P24309|DBR1_YEAST	405	405	0	28	26	54	31	23	54	0	0
sp|O34536|YFMK_BACSU	sp|Q05510|YD344_YEAST	148	147	1	6	10	16	6	10	16	0	1
sp|P37437|RL9_BACSU	sp|Q08422|TMC1_YEAST	149	150	1	24	3	27	20	7	27	0	1
sp|P40766|YPMR_BACSU	sp|P32610|VATD_YEAST	255	256	1	31	9	40	19	21	40	0	1
sp|P54381|SYGB_BACSU	sp|P12688|YPK1_YEAST	679	680	1	51	28	79	53	26	79	0	1
sp|P96738|CAPA_BACSU	sp|P32943|CGS6_YEAST	380	380	0	43	9	52	37	15	52	0	0
sp|O31675|QUEC_BACSU	sp|P38624|PSB1_YEAST	219	215	4	15	7	22	14	8	22	0	4
sp|P28366|SECA_BACSU	sp|P38297|FZO1_YEAST	841	855	14	62	54	116	78	38	116	0	14
sp|O34521|PTWCB_BACSU	sp|P47159|YJ94_YEAST	452	448	4	22	12	34	19	15	34	0	4
sp|P0CI78|RL24_BACSU	sp|Q06835|RDS3_YEAST	103	107	4	18	3	21	13	8	21	0	4
sp|O34926|CYPX_BACSU	sp|P39676|FHP_YEAST	405	399	6	18	23	41	31	10	41	0	6
sp|Q04795|AK1_BACSU	sp|P39542|YJT3_YEAST	404	402	2	26	12	38	23	15	38	0	2
sp|P71058|EPSI_BACSU	sp|Q03151|MTG1_YEAST	358	367	9	29	24	53	29	24	53	0	9
sp|P26380|PTFB_BACSU	sp|Q04493|PFD5_YEAST	163	163	0	11	11	22	20	2	22	0	0
sp|Q45514|SAPB_BACSU	sp|Q03125|NRG1_YEAST	232	231	1	19	13	32	17	15	32	0	1
sp|P39772|SYN_BACSU	sp|P32895|KPR1_YEAST	430	427	3	28	21	49	23	26	49	0	3
sp|O34758|MLTG_BACSU	sp|P25366|OCA4_YEAST	360	362	2	48	4	52	34	18	52	0	2
sp|P42061|APPA_BACSU	sp|P53179|PALF_YEAST	543	542	1	65	10	75	46	29	75	0	1
sp|O06994|O16G1_BACSU	sp|P06700|SIR2_YEAST	561	562	1	40	28	68	49	19	68	0	1
sp|O05412|MURI2_BACSU	sp|P53133|YGL7_YEAST	265	265	0	27	7	34	20	14	34	0	0
sp|P68569|BDBA_BACSU	sp|Q02781|YP062_YEAST	137	134	3	20	3	23	12	11	23	0	3
sp|P94493|YNCC_BACSU	sp|P40510|SER33_YEAST	471	469	2	16	27	43	27	16	43	0	2
sp|P31104|AROC_BACSU	sp|P14905|CBP7_YEAST	390	389	1	25	28	53	33	20	53	0	1
sp|P21885|SPEA_BACSU	sp|P53142|VPS73_YEAST	490	486	4	23	16	39	19	20	39	0	4
sp|C0SPB0|YTCI_BACSU	sp|P39078|TCPD_YEAST	529	528	1	47	24	71	40	31	71	0	1
sp|O05229|MRPD_BACSU	sp|Q08280|BSC6_YEAST	493	497	4	20	9	29	20	9	29	0	4
sp|P23453|FLIM_BACSU	sp|P32452|PHA2_YEAST	332	334	2	19	14	33	16	17	33	0	2
sp|O32222|CSOR_BACSU	sp|Q06139|CIS1_YEAST	101	101	0	11	4	15	10	5	15	0	0
sp|P54476|END4_BACSU	sp|P40529|AGE2_YEAST	297	298	1	21	11	32	23	9	32	0	1
sp|P54480|YQFW_BACSU	sp|P53106|YGR5_YEAST	193	192	1	9	7	16	4	12	16	0	1
sp|O34870|YKUE_BACSU	sp|P32263|P5CR_YEAST	286	286	0	15	10	25	22	2	24	1	10
sp|O31742|RL19_BACSU	sp|O13541|YL280_YEAST	115	116	1	11	17	28	8	20	28	0	1
sp|O31517|YESN_BACSU	sp|Q04806|GSTO3_YEAST	368	366	2	33	15	48	24	24	48	0	2
sp|O34512|YFMM_BACSU	sp|P18634|ART10_YEAST	518	518	0	44	22	66	39	27	66	0	0
sp|O31582|YFHO_BACSU	sp|Q08269|ALR1_YEAST	861	859	2	61	35	96	50	46	96	0	2
sp|Q45477|SYI_BACSU	sp|P38073|EDS1_YEAST	921	919	2	68	45	113	67	46	113	0	2
sp|P24219|RP54_BACSU	sp|P80210|PURA_YEAST	436	433	3	31	26	57	37	20	57	0	3
sp|O34363|YOBN_BACSU	sp|P50277|BIOA_YEAST	478	480	2	18	25	43	33	10	43	0	2
sp|O31615|CPAA_BACSU	sp|P53283|TPO2_YEAST	614	614	0	31	16	47	26	21	47	0	0
sp|O34981|DAPH_BACSU	sp|P00447|SODM_YEAST	236	233	3	18	6	24	19	5	24	0	3
sp|O34774|YOBJ_BACSU	sp|P18496|ATP10_YEAST	280	279	1	27	15	42	27	15	42	0	1
sp|P26906|DPPE_BACSU	sp|P38319|TYDP1_YEAST	543	544	1	57	12	69	40	29	69	0	1
sp|O32036|TRMR_BACSU	sp|Q12486|YOR31_YEAST	217	218	1	16	12	28	18	10	28	0	1
sp|P46331|YXBG_BACSU	sp|P38759|VPS29_YEAST	273	282	9	17	11	28	22	6	28	0	9
sp|O34471|YTLQ_BACSU	sp|P07273|TFS2_YEAST	304	309	5	28	22	50	39	11	50	0	5
sp|O05516|TSAB_BACSU	sp|P50086|PSD10_YEAST	229	228	1	14	9	23	19	4	23	0	1
sp|P05654|PYRB_BACSU	sp|P36155|YK55_YEAST	304	307	3	16	18	34	20	14	34	0	3
sp|P46324|YVRN_BACSU	sp|P07267|CARP_YEAST	409	405	4	20	10	30	24	6	30	0	4
sp|O07535|KHTT_BACSU	sp|P40347|PPAL_YEAST	165	161	4	13	9	22	19	3	22	0	4
sp|O07638|YLAN_BACSU	sp|Q8TGK8|YP160_YEAST	93	94	1	7	5	12	8	4	12	0	1
sp|P25148|GSPA_BACSU	sp|P53081|NIF3_YEAST	286	288	2	20	12	32	22	10	32	0	2
sp|P25811|MNME_BACSU	sp|P40354|NTA1_YEAST	459	457	2	20	31	51	39	12	51	0	2
sp|P30949|GSA_BACSU	sp|P40463|VHS2_YEAST	430	436	6	26	15	41	13	28	41	0	6
sp|P96717|YWQE_BACSU	sp|Q06469|CUR1_YEAST	254	252	2	13	17	30	15	15	30	0	2
sp|P02394|RL7_BACSU	sp|O13575|YP177_YEAST	123	123	0	13	1	14	5	9	14	0	0
sp|P54378|GCST_BACSU	sp|Q02256|PVH1_YEAST	362	364	2	32	15	47	31	16	47	0	2
sp|O34577|CYSC1_BACSU	sp|Q02804|ARL3_YEAST	197	198	1	14	13	27	17	10	27	0	1
sp|O31712|YKNZ_BACSU	sp|P40356|MED3_YEAST	397	397	0	19	10	29	18	11	29	0	0
sp|Q08793|YCXB_BACSU	sp|P40994|ARF3_YEAST	185	183	2	18	8	26	21	5	26	0	2
sp|P40403|CHEC_BACSU	sp|P43582|WWM1_YEAST	209	211	2	6	4	10	5	5	10	0	2
sp|P94357|YXKD_BACSU	sp|P04840|VDAC1_YEAST	278	283	5	18	6	24	19	5	24	0	5
sp|P42971|PBPC_BACSU	sp|Q07896|NOC3_YEAST	668	663	5	88	11	99	62	36	98	1	15
sp|P42318|YXJG_BACSU	sp|Q05043|RSF1_YEAST	378	376	2	26	22	48	30	18	48	0	2
sp|P37870|RPOB_BACSU	sp|Q08972|NEW1_YEAST	1193	1196	3	61	84	145	99	48	147	2	23
sp|P96712|BMR3_BACSU	sp|P34240|ZRT3_YEAST	512	503	9	20	16	36	22	13	35	1	19
sp|P35137|PPIB_BACSU	sp|P53856|YNX5_YEAST	143	143	0	8	2	10	6	4	10	0	0
sp|P42974|DHNA_BACSU	sp|P43574|GAT1_YEAST	509	510	1	31	16	47	25	22	47	0	1
sp|P94489|XYNB_BACSU	sp|P53322|TNA1_YEAST	533	534	1	29	20	49	31	18	49	0	1
sp|O34450|NAGA_BACSU	sp|P25454|RAD51_YEAST	396	400	4	23	14	37	17	20	37	0	4
sp|P21464|RS2_BACSU	sp|Q07872|ENT4_YEAST	246	247	1	27	13	40	19	20	39	1	11
sp|O05508|GMUD_BACSU	sp|P38157|MAL33_YEAST	465	468	3	33	25	58	33	25	58	0	3
sp|P80865|SUCD_BACSU	sp|Q06702|CDA1_YEAST	300	301	1	22	5	27	14	13	27	0	1
sp|C0SPC3|YJHB_BACSU	sp|P54837|TMEDA_YEAST	208	211	3	15	12	27	9	18	27	0	3
sp|P42415|IOLD_BACSU	sp|Q04177|UTP5_YEAST	637	643	6	42	23	65	41	24	65	0	6
sp|O34746|FABH1_BACSU	sp|Q12125|GET4_YEAST	312	312	0	18	15	33	24	9	33	0	0
sp|P42235|KDGD_BACSU	sp|P43558|OTU1_YEAST	308	301	7	18	12	30	22	8	30	0	7
sp|O31612|NADK1_BACSU	sp|P28495|CAPZA_YEAST	266	268	2	16	14	30	20	10	30	0	2
sp|O34909|YERA_BACSU	sp|Q03124|RSC9_YEAST	580	581	1	37	28	65	40	25	65	0	1
sp|P40398|YHXD_BACSU	sp|P38279|YPQ3_YEAST	299	296	3	17	6	23	16	7	23	0	3
sp|P23448|FLIG_BACSU	sp|P53252|PIL1_YEAST	338	339	1	19	21	40	20	20	40	0	1
sp|P16336|SECY_BACSU	sp|Q06204|NGK1_YEAST	431	433	2	18	14	32	22	12	34	2	22
sp|O31503|RLMCD_BACSU	sp|P32806|GYP6_YEAST	459	458	1	37	19	56	38	18	56	0	1
sp|P80886|SUCC_BACSU	sp|P47122|GPN1_YEAST	385	385	0	34	10	44	30	14	44	0	0
sp|O32159|YURR_BACSU	sp|P28241|IDH2_YEAST	372	369	3	20	18	38	20	18	38	0	3
sp|P39821|PROA_BACSU	sp|Q01560|NOP3_YEAST	415	414	1	29	17	46	8	38	46	0	1
sp|O32246|YVBI_BACSU	sp|Q04734|PALI_YEAST	232	239	7	10	3	13	8	5	13	0	7
sp|P39581|DLTA_BACSU	sp|Q08268|MCH4_YEAST	503	501	2	27	15	42	23	18	41	1	12
sp|O31584|MUTY_BACSU	sp|Q06675|CENPO_YEAST	369	368	1	35	15	50	34	16	50	0	1
sp|O31948|YONJ_BACSU	sp|P38130|KTR3_YEAST	405	404	1	36	20	56	36	20	56	0	1
sp|Q05873|SYV_BACSU	sp|P40965|MSH4_YEAST	880	878	2	59	49	108	71	37	108	0	2
sp|P0CI77|P5CR1_BACSU	sp|Q03148|SNZ1_YEAST	297	297	0	24	10	34	24	11	35	1	10
sp|O31676|QUED_BACSU	sp|P00127|QCR6_YEAST	146	147	1	7	5	12	9	3	12	0	1
sp|P70996|YWHD_BACSU	sp|P42844|ZIM17_YEAST	172	174	2	20	8	28	19	9	28	0	2
sp|O31555|YFJD_BACSU	sp|P35180|TOM20_YEAST	185	183	2	15	7	22	13	9	22	0	2
sp|P20692|TYRA_BACSU	sp|P53249|YG2G_YEAST	371	370	1	22	20	42	25	17	42	0	1
sp|P18159|PGCA_BACSU	sp|P40884|IMA5_YEAST	581	581	0	50	20	70	47	23	70	0	0
sp|P54562|YQJY_BACSU	sp|Q06213|MED10_YEAST	156	157	1	11	7	18	8	10	18	0	1
sp|O31638|YJCP_BACSU	sp|Q03937|HED1_YEAST	167	162	5	23	9	32	21	11	32	0	5
sp|P11018|ISP1_BACSU	sp|P05317|RLA0_YEAST	319	312	7	22	6	28	15	13	28	0	7
sp|P0CI74|GPSB_BACSU	sp|Q3E7A7|YK018_YEAST	98	99	1	15	2	17	5	12	17	0	1
sp|O06965|YVCA_BACSU	sp|P53220|TIM21_YEAST	241	239	2	37	5	42	25	17	42	0	2
sp|O31557|YFJB_BACSU	sp|Q12090|REXO3_YEAST	407	404	3	46	11	57	40	17	57	0	3
sp|P21468|RS6_BACSU	sp|Q03783|BUD26_YEAST	95	95	0	7	8	15	9	6	15	0	0
sp|P96602|DCTR_BACSU	sp|Q05942|RSA3_YEAST	226	220	6	25	9	34	25	9	34	0	6
sp|P42420|IOLJ_BACSU	sp|Q06058|SEI1_YEAST	290	285	5	16	12	28	15	13	28	0	5
sp|P37942|ODB2_BACSU	sp|P33550|KTR2_YEAST	424	425	1	36	14	50	23	27	50	0	1
sp|O34697|BCEA_BACSU	sp|P46948|RRP41_YEAST	253	246	7	24	9	33	15	18	33	0	7
sp|P94524|ARAB_BACSU	sp|P40988|FET4_YEAST	560	552	8	42	11	53	23	30	53	0	8
sp|O34320|FADG_BACSU	sp|P21264|PUR6_YEAST	576	571	5	45	16	61	39	22	61	0	5
sp|O31497|YEZC_BACSU	sp|P38214|YBM2_YEAST	139	139	0	9	5	14	7	7	14	0	0
sp|P37940|ODBA_BACSU	sp|Q08651|ENV9_YEAST	330	330	0	16	18	34	20	14	34	0	0
sp|P80871|GS14_BACSU	sp|P38013|AHP1_YEAST	175	176	1	12	3	15	14	1	15	0	1
sp|O31656|YKRK_BACSU	sp|P40008|FMP52_YEAST	233	231	2	17	12	29	16	13	29	0	2
sp|O31798|YMZA_BACSU	sp|P53056|YGZE_YEAST	76	76	0	7	2	9	3	6	9	0	0
sp|P54395|YPMA_BACSU	sp|Q05451|YH50_YEAST	56	56	0	4	3	7	4	3	7	0	0
sp|O32201|LIAH_BACSU	sp|P32489|MEI5_YEAST	225	222	3	29	11	40	30	10	40	0	3
sp|O07595|NPD_BACSU	sp|P38265|CENPL_YEAST	247	245	2	15	9	24	13	11	24	0	2
sp|P54155|MSRB_BACSU	sp|Q8TGP8|YD086_YEAST	143	144	1	13	6	19	11	8	19	0	1
sp|P94352|YXJI_BACSU	sp|P50861|RIB4_YEAST	162	169	7	13	5	18	11	7	18	0	7
sp|P37515|MAA_BACSU	sp|O13523|YD401_YEAST	184	187	3	10	10	20	10	10	20	0	3
sp|P96591|YDAP_BACSU	sp|Q05924|DCR2_YEAST	574	578	4	42	18	60	36	24	60	0	4
sp|P54522|EX7S_BACSU	sp|P0C5M9|YF009_YEAST	84	85	1	10	0	10	8	2	10	0	1
sp|O32118|YUZD_BACSU	sp|Q08504|YO105_YEAST	108	108	0	10	3	13	7	6	13	0	0
sp|P71021|DIV4A_BACSU	sp|P40188|RGI2_YEAST	164	164	0	18	10	28	27	2	29	1	10
sp|O31463|HMT_BACSU	sp|Q06107|YP114_YEAST	315	315	0	15	16	31	24	7	31	0	0
sp|Q45598|YYDD_BACSU	sp|Q05021|TAF7_YEAST	586	590	4	61	25	86	62	24	86	0	4
sp|P54719|YFIC_BACSU	sp|Q12166|LEU9_YEAST	604	604	0	40	29	69	39	30	69	0	0
sp|P0C8M5|SLRA_BACSU	sp|Q3E787|YC095_YEAST	52	52	0	8	4	12	9	3	12	0	0
sp|O32203|YVQJ_BACSU	sp|Q04739|GAL83_YEAST	422	417	5	16	12	28	18	11	29	1	15
sp|O31645|PTN3B_BACSU	sp|P53169|YBP2_YEAST	650	641	9	40	19	59	41	18	59	0	9
sp|O31707|YKNU_BACSU	sp|P39522|ILV3_YEAST	585	585	0	33	30	63	42	21	63	0	0
sp|P37878|3MGA_BACSU	sp|Q12326|PMG3_YEAST	303	303	0	24	16	40	23	17	40	0	0
sp|P71043|YWNH_BACSU	sp|P14832|CYPH_YEAST	163	162	1	7	11	18	12	5	17	1	11
sp|P40750|PBPD_BACSU	sp|Q08641|AB140_YEAST	624	628	4	60	19	79	56	23	79	0	4
sp|O34947|YOAZ_BACSU	sp|Q99258|RIB3_YEAST	210	208	2	16	5	21	11	10	21	0	2
sp|P94428|GABD_BACSU	sp|P38131|KTR4_YEAST	462	464	2	30	16	46	29	17	46	0	2
sp|P49814|MDH_BACSU	sp|Q12746|PGA3_YEAST	312	312	0	18	14	32	19	13	32	0	0
sp|P71070|YUKC_BACSU	sp|P40968|PRP17_YEAST	451	455	4	49	11	60	38	22	60	0	4
sp|O34470|YLBL_BACSU	sp|Q99177|BRR1_YEAST	341	341	0	41	6	47	31	16	47	0	0
sp|O06995|PGMB_BACSU	sp|P30402|PYRX_YEAST	226	227	1	13	12	25	15	10	25	0	1
sp|O32218|BDBD_BACSU	sp|P20433|RPB4_YEAST	222	221	1	30	1	31	18	13	31	0	1
sp|P54951|SCML_BACSU	sp|P0CX54|RL12B_YEAST	165	165	0	13	13	26	18	8	26	0	0
sp|O31784|PKSR_BACSU	sp|P40468|TAO3_YEAST	2543	2376	167	163	97	260	155	98	253	7	237
sp|P42435|NASD_BACSU	sp|P53009|SCY1_YEAST	805	804	1	58	33	91	69	21	90	1	11
sp|O31775|YMDB_BACSU	sp|P40496|RT25_YEAST	264	264	0	22	11	33	19	15	34	1	10
sp|O32005|YOKB_BACSU	sp|Q06170|YL326_YEAST	236	240	4	27	7	34	20	14	34	0	4
sp|Q03223|RL31_BACSU	sp|P38374|YSY6_YEAST	66	65	1	9	4	13	10	3	13	0	1
sp|P05650|RLBA_BACSU	sp|P39103|COX14_YEAST	71	70	1	3	3	6	4	2	6	0	1
sp|P14205|COMA2_BACSU	sp|P40001|YEA8_YEAST	126	126	0	6	5	11	6	5	11	0	0
sp|O34878|OPUCB_BACSU	sp|Q06449|PIN3_YEAST	217	215	2	10	5	15	11	4	15	0	2
sp|O32083|LYTG_BACSU	sp|Q99219|YI31A_YEAST	282	290	8	33	8	41	16	25	41	0	8
sp|O34403|FPG_BACSU	sp|P25627|BUD23_YEAST	276	275	1	25	16	41	25	17	42	1	11
sp|O34513|TMCAL_BACSU	sp|Q04925|YDR22_YEAST	415	415	0	29	21	50	37	13	50	0	0
sp|O34687|RL32_BACSU	sp|P0C0X0|RS28B_YEAST	59	67	8	8	6	14	4	10	14	0	8
sp|O34355|YTCJ_BACSU	sp|P54791|ORC4_YEAST	529	529	0	38	23	61	32	29	61	0	0
sp|P39644|BACG_BACSU	sp|P53315|SOL4_YEAST	259	255	4	17	8	25	18	7	25	0	4
sp|P37568|CTSR_BACSU	sp|P36154|AIM29_YEAST	154	155	1	12	12	24	17	7	24	0	1
sp|P28612|MOTB_BACSU	sp|P53289|RTS3_YEAST	261	263	2	34	8	42	15	27	42	0	2
sp|P71018|PLSX_BACSU	sp|P18888|SNF6_YEAST	333	332	1	23	14	37	18	19	37	0	1
sp|Q797E6|FRA_BACSU	sp|Q03880|PKR1_YEAST	123	122	1	10	4	14	9	5	14	0	1
sp|O31535|YETH_BACSU	sp|Q6B0Y6|YM052_YEAST	120	121	1	12	1	13	8	5	13	0	1
sp|P18255|SYT1_BACSU	sp|P32349|RPC3_YEAST	643	654	11	52	35	87	53	34	87	0	11
sp|P40409|FEUA_BACSU	sp|P41819|DIM1_YEAST	317	318	1	44	3	47	28	19	47	0	1
sp|P96690|YDFL_BACSU	sp|P36038|CBT1_YEAST	270	271	1	24	13	37	21	16	37	0	1
sp|P39752|FLHO_BACSU	sp|P32379|PSA5_YEAST	270	260	10	13	13	26	15	11	26	0	10
sp|P50830|YPRA_BACSU	sp|Q12098|SLX4_YEAST	749	748	1	47	42	89	59	30	89	0	1
sp|O06967|BMRA_BACSU	sp|Q99257|MEX67_YEAST	589	599	10	32	26	58	36	22	58	0	10
sp|O31761|YMFC_BACSU	sp|P47167|CENPK_YEAST	241	239	2	17	14	31	19	12	31	0	2
sp|P19080|AROH_BACSU	sp|P36077|SRX1_YEAST	127	127	0	9	7	16	5	11	16	0	0
sp|O31711|YKNY_BACSU	sp|Q12438|GLRX6_YEAST	230	231	1	13	14	27	20	7	27	0	1
sp|P35154|SCPA_BACSU	sp|Q12012|YO289_YEAST	251	251	0	21	13	34	24	11	35	1	10
sp|Q06752|SYC_BACSU	sp|P38177|YBI6_YEAST	466	466	0	33	24	57	40	17	57	0	0
sp|P54518|YQHT_BACSU	sp|P25625|PER1_YEAST	353	357	4	18	13	31	13	18	31	0	4
sp|P94424|NFRA2_BACSU	sp|P38927|REV7_YEAST	249	245	4	15	11	26	16	10	26	0	4
sp|P12875|RL14_BACSU	sp|Q08842|YO364_YEAST	122	122	0	10	11	21	9	12	21	0	0
sp|P80239|AHPC_BACSU	sp|O13565|YL358_YEAST	187	187	0	12	4	16	8	8	16	0	0
sp|P50866|CLPX_BACSU	sp|Q05648|MRX10_YEAST	420	414	6	37	16	53	30	23	53	0	6
sp|O35044|BCES_BACSU	sp|P00359|G3P3_YEAST	334	332	2	23	14	37	26	11	37	0	2
sp|P23308|SINI_BACSU	sp|Q8TGT0|YM100_YEAST	57	57	0	6	2	8	5	3	8	0	0
sp|P07601|TRPA_BACSU	sp|P39728|YAD7_YEAST	267	267	0	16	10	26	17	10	27	1	10
sp|P17906|RSBX_BACSU	sp|P40155|PEX17_YEAST	199	199	0	17	6	23	9	14	23	0	0
sp|P24469|C550_BACSU	sp|P38902|RPB11_YEAST	120	120	0	15	1	16	11	5	16	0	0
sp|P96671|YDEN_BACSU	sp|P32564|SCM4_YEAST	190	187	3	10	7	17	14	3	17	0	3
sp|P54556|COAA_BACSU	sp|P18239|ADT2_YEAST	319	318	1	23	19	42	27	15	42	0	1
sp|P24137|OPPF_BACSU	sp|P20459|IF2A_YEAST	305	304	1	25	18	43	29	14	43	0	1
sp|O34533|YTCD_BACSU	sp|Q03207|YMM2_YEAST	126	126	0	12	6	18	4	14	18	0	0
sp|O34811|YTWI_BACSU	sp|P53162|YGG9_YEAST	154	154	0	7	1	8	4	4	8	0	0
sp|P96708|YDGJ_BACSU	sp|Q08230|SDHF2_YEAST	164	162	2	13	14	27	19	8	27	0	2
sp|P54491|YQGN_BACSU	sp|Q06389|NCS1_YEAST	187	190	3	13	9	22	15	7	22	0	3
sp|P23914|LEVR_BACSU	sp|P32565|RPN2_YEAST	935	945	10	78	30	108	75	33	108	0	10
sp|P37502|YYBB_BACSU	sp|Q06636|GPI11_YEAST	220	219	1	11	10	21	15	6	21	0	1
sp|P39605|NFRA1_BACSU	sp|P38858|SOL3_YEAST	249	249	0	16	11	27	19	8	27	0	0
sp|O31500|YERO_BACSU	sp|P47182|AAD10_YEAST	289	288	1	28	11	39	26	13	39	0	1
sp|P39065|ACUA_BACSU	sp|P53719|YN87_YEAST	210	212	2	10	12	22	8	14	22	0	2
sp|P25499|HRCA_BACSU	sp|P38115|ARA1_YEAST	343	344	1	26	13	39	26	13	39	0	1
sp|Q795Q5|YTTA_BACSU	sp|Q03973|HMO1_YEAST	248	246	2	34	8	42	34	8	42	0	2
sp|O32037|TCDA_BACSU	sp|P36521|RM11_YEAST	254	249	5	24	13	37	27	10	37	0	5
sp|O05269|GUAC_BACSU	sp|P25342|CDC10_YEAST	326	322	4	27	11	38	16	22	38	0	4
sp|O31825|YNGE_BACSU	sp|P40051|ICP55_YEAST	511	511	0	32	27	59	31	28	59	0	0
sp|P25151|SYY2_BACSU	sp|P38174|MAP2_YEAST	413	421	8	41	17	58	37	21	58	0	8
sp|O08455|YHAN_BACSU	sp|P25846|MSH1_YEAST	963	959	4	77	54	131	78	53	131	0	4
sp|O34375|MINJ_BACSU	sp|P47088|GPI14_YEAST	397	403	6	13	20	33	18	15	33	0	6
sp|P46208|HTPG_BACSU	sp|P53207|SNU71_YEAST	626	620	6	70	15	85	50	35	85	0	6
sp|P45744|DHBC_BACSU	sp|P40088|FTR1_YEAST	398	404	6	14	25	39	21	18	39	0	6
sp|P24011|COX2_BACSU	sp|P38246|ECM8_YEAST	356	354	2	37	12	49	29	20	49	0	2
sp|P05652|GYRB_BACSU	sp|P53235|EIF2A_YEAST	638	642	4	43	36	79	58	21	79	0	4
sp|O31590|TRML_BACSU	sp|Q03630|BET5_YEAST	160	159	1	8	9	17	9	8	17	0	1
sp|P21248|HEM4_BACSU	sp|Q12044|RCN2_YEAST	262	265	3	18	9	27	19	8	27	0	3
sp|P97030|QUEG_BACSU	sp|Q06208|RIF2_YEAST	386	395	9	36	20	56	43	13	56	0	9
sp|O32212|NHAK_BACSU	sp|P40059|DOT6_YEAST	670	670	0	38	33	71	40	31	71	0	0
sp|O34775|YOST_BACSU	sp|P38293|UMP1_YEAST	149	148	1	10	5	15	7	8	15	0	1
sp|O31690|YKVZ_BACSU	sp|Q08959|PGC1_YEAST	321	321	0	25	16	41	29	12	41	0	0
sp|P39751|MBL_BACSU	sp|P54857|TGL2_YEAST	333	326	7	26	16	42	32	10	42	0	7
sp|O34817|NAGR_BACSU	sp|P38987|TEM1_YEAST	243	245	2	12	15	27	17	10	27	0	2
sp|P37506|STA_BACSU	sp|P47138|DPH4_YEAST	173	172	1	14	5	19	10	9	19	0	1
sp|O31578|YFHJ_BACSU	sp|P57743|LSM3_YEAST	89	89	0	6	2	8	2	6	8	0	0
sp|P50849|PNP_BACSU	sp|P35995|YKW2_YEAST	705	705	0	53	36	89	51	38	89	0	0
sp|P42968|KIPR_BACSU	sp|P38774|DOG1_YEAST	250	246	4	13	15	28	20	8	28	0	4
sp|O34658|YLBG_BACSU	sp|O14464|RTC6_YEAST	90	93	3	15	4	19	9	10	19	0	3
sp|O05503|YDHK_BACSU	sp|P07260|IF4E_YEAST	205	213	8	22	4	26	18	8	26	0	8
sp|O06977|YVCN_BACSU	sp|P25593|YCG8_YEAST	254	260	6	20	9	29	12	17	29	0	6
sp|C0SP82|YOAE_BACSU	sp|P43606|PTR3_YEAST	680	678	2	46	31	77	43	34	77	0	2
sp|P40332|IOLX_BACSU	sp|Q08816|TFB6_YEAST	342	343	1	17	18	35	20	15	35	0	1
sp|P54564|YQKA_BACSU	sp|Q02895|AAD16_YEAST	343	342	1	29	17	46	27	19	46	0	1
sp|P94364|CYDA_BACSU	sp|P46958|IDS2_YEAST	468	469	1	28	10	38	18	20	38	0	1
